idx,name,ident,format,vendor,is_instrument,primary_category,categories,primary_category_v6,categories_v6
467,VST: Huge (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Huge64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
468,VST: Hull (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Hull64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
469,VST: Hull2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Hull264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
470,VST3: HY-Filter4 free (HY-Plugins),C:\Program Files\Common Files\VST3\HY-Filter4 free(x64).vst3,VST3,HY-Plugins,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
471,VST: Hype (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Hype64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
472,VST: Hypersoft (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Hypersoft64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
473,VST: Hypersonic (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Hypersonic64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
474,VST: HypersonX (airwindows),C:\Program Files\Common Files\VST2\Airwindows\HypersonX64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
475,VST3: Hysteresis (Glitchmachines),C:\Program Files\Common Files\VST3\Hysteresis.vst3,VST3,Glitchmachines,False,Delay,Delay|Glitch/Granular/Spectral,Delay,Delay
476,VST: Infinity (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Infinity64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
477,VST: Infinity2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Infinity264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
478,VST: Inflamer (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Inflamer64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
479,VST: Infrasonic (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Infrasonic64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
480,VST3: Inner Pitch 2 (Auburn Sounds),C:\Program Files\Common Files\VST3\Auburn Sounds Inner Pitch 2.vst3\Contents\x86_64-win\Auburn Sounds Inner Pitch 2.vst3,VST3,Auburn Sounds,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
481,VST3: Insight 2 (iZotope),C:\Program Files\Common Files\VST3\iZotope\Insight 2.vst3,VST3,iZotope,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
482,VST: Insight 2 (iZotope),C:\Program Files\Steinberg\VSTPlugins\Insight 2.dll,VST,iZotope,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
483,VST: Interstage (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Interstage64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
484,VST: IO/Filter (x86) (benoit serrano),C:\Program Files (x86)\Steinberg\VSTPlugins\IO-Filter.dll,VST,benoit serrano,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
485,VST: IO/Panner (x86) (benoit serrano),C:\Program Files (x86)\Steinberg\VSTPlugins\IO-Panner.dll,VST,benoit serrano,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
486,VST: IO/Phaser (x86) (benoit serrano),C:\Program Files (x86)\Steinberg\VSTPlugins\IO-Phaser.dll,VST,benoit serrano,False,Modulation,Modulation,Modulation,Modulation
487,VST: IO/PitchShift (x86) (benoit serrano),C:\Program Files (x86)\Steinberg\VSTPlugins\IO-Pitch-Shifter.dll,VST,benoit serrano,False,Other/Unknown,Other/Unknown,Pitch/Time,Pitch/Time
488,VST: IO/RingMod (x86) (benoit serrano),C:\Program Files (x86)\Steinberg\VSTPlugins\IO-RingMod.dll,VST,benoit serrano,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
489,VST: IO/Volume (x86) (benoit serrano),C:\Program Files (x86)\Steinberg\VSTPlugins\IO-Volume.dll,VST,benoit serrano,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
490,VST: IronOxide5 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\IronOxide564.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
491,VST: IronOxideClassic (airwindows),C:\Program Files\Common Files\VST2\Airwindows\IronOxideClassic64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
492,VST: IronOxideClassic2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\IronOxideClassic264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
493,VST3: ISOL8 (TBProAudio) (2->10ch),C:\Program Files\Common Files\VST3\TBProAudio\ISOL8.vst3,VST3,TBProAudio,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
494,VST: Isolator (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Isolator64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
495,VST: Isolator2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Isolator264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
496,VST: Isolator3 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Isolator364.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
497,VST3: IVGI2 (Klanghelm),C:\Program Files\Common Files\VST3\IVGI2.vst3,VST3,Klanghelm,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
498,VST3: JET (Acqua),C:\Program Files\Common Files\VST3\JET.vst3\Contents\x86_64-win\JET.vst3,VST3,Acqua,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
499,VST3: JETMIX (Acqua),C:\Program Files\Common Files\VST3\JETMIX.vst3\Contents\x86_64-win\JETMIX.vst3,VST3,Acqua,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
500,VST3: JETMIXZL (Acqua),C:\Program Files\Common Files\VST3\JETMIXZL.vst3\Contents\x86_64-win\JETMIXZL.vst3,VST3,Acqua,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
501,VST3: JETZL (Acqua),C:\Program Files\Common Files\VST3\JETZL.vst3\Contents\x86_64-win\JETZL.vst3,VST3,Acqua,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
502,VST3i: JustASample (Binyamin Friedman),C:\Program Files\Common Files\VST3\Just a Sample\Just a Sample.vst3,VST3I,Binyamin Friedman,True,Instruments,Instruments,Instruments,Instruments
503,VST: Kalman (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Kalman64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
504,VST3: Karanyi Sounds Wavesurfer (Plugin Alliance),C:\Program Files\Common Files\VST3\Karanyi Sounds Wavesurfer.vst3,VST3,Plugin Alliance,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral; Modulation,Glitch/Granular/Spectral,Glitch/Granular/Spectral; Modulation
505,VST: kCathedral (airwindows),C:\Program Files\Common Files\VST2\Airwindows\kCathedral64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
506,VST: kCathedral2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\kCathedral264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
507,VST: kCathedral3 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\kCathedral364.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
